year,totalvotes,democrat_voter,other_voter,republican_voter,gisjoin
2008,10488,3892,147,6449,G1800310
2008,17149,7175,194,9780,G1800330
2008,49863,28384,563,20916,G1800350
2008,18565,8748,291,9526,G1800370
2008,71458,31398,664,39396,G1800390
2008,9462,4389,156,4917,G1800410
2008,36537,16263,317,19957,G1800430
2008,7410,3094,158,4158,G1800450
2008,10610,3404,188,7018,G1800470
2008,9006,3702,157,5147,G1800490
2008,15095,6455,191,8449,G1800510
2008,26299,11293,272,14734,G1800530
2008,13629,5709,229,7691,G1800550
2008,129064,49704,959,78401,G1800570
2008,34253,11874,371,22008,G1800590
2008,18091,7288,252,10551,G1800610
2008,64955,24548,679,39728,G1800630
2008,21319,10059,364,10896,G1800650
2008,38624,17871,505,20248,G1800670
2008,16328,5843,194,10291,G1800690
2008,17374,7354,294,9726,G1800710
2008,12875,5044,162,7669,G1800730
2008,8315,3748,166,4401,G1800750
2008,13490,6255,182,7053,G1800770
2008,11839,5312,266,6261,G1800790
2008,58644,21553,604,36487,G1800810
2008,16424,7569,216,8639,G1800830
2008,30134,9236,410,20488,G1800850
2008,9491,3663,126,5702,G1800870
2008,208757,139301,1714,67742,G1800890
2008,46919,28258,743,17918,G1800910
2008,18534,7208,308,11018,G1800930
2008,57340,30152,785,26403,G1800950
2008,379362,241987,3062,134313,G1800970
2008,18550,7889,255,10406,G1800990
2008,4903,1706,75,3122,G1801010
2008,14113,5564,237,8312,G1801030
2008,63215,41450,647,21118,G1801050
2008,15285,6013,212,9060,G1801070
2008,28811,10330,352,18129,G1801090
2008,6045,2625,119,3301,G1801110
2008,16974,7064,237,9673,G1801130
2008,2918,1158,47,1713,G1801150
2008,8086,3390,160,4536,G1801170
2008,8170,3570,185,4415,G1801190
2008,6964,2924,131,3909,G1801210
2008,8490,5141,147,3202,G1801230
2008,6028,2700,107,3221,G1801250
2008,73916,39178,881,33857,G1801270
2008,12771,5828,139,6804,G1801290
2008,5964,2466,110,3388,G1801310
2008,14646,6334,226,8086,G1801330
2008,10808,4839,181,5788,G1801350
2008,12188,4187,207,7794,G1801370
2008,7629,3229,129,4271,G1801390
2008,118389,68710,1169,48510,G1801410
2008,8877,4271,161,4445,G1801430
2008,17574,6987,254,10333,G1801450
2008,10181,5039,141,5001,G1801470
2008,9466,4778,215,4473,G1801490
2008,14146,6284,188,7674,G1801510
2008,8782,4284,155,4343,G1801530
2008,3640,1638,62,1940,G1801550
2008,68436,37781,833,29822,G1801570
2008,7827,3250,125,4452,G1801590
2008,3348,1224,63,2061,G1801610
2008,77656,39423,721,37512,G1801630
2008,7135,4003,122,3010,G1801650
2008,43706,25040,545,18121,G1801670
2008,13871,5456,177,8238,G1801690
2008,3998,1755,77,2166,G1801710
2008,28665,12329,323,16013,G1801730
2008,11305,4562,224,6519,G1801750
2008,28562,13459,545,14558,G1801770
2008,13073,4403,166,8504,G1801790
2008,10767,4839,197,5731,G1801810
2008,15188,5862,202,9124,G1801830
2008,4053,1924,69,2060,G1900010
2008,2206,1118,42,1046,G1900030
2008,7059,3971,123,2965,G1900050
2008,6176,2970,120,3086,G1900070
2008,3435,1739,62,1634,G1900090
2008,13712,7058,207,6447,G1900110
2008,64775,39184,929,24662,G1900130
2008,13929,7356,280,6293,G1900150
2008,12871,6940,190,5741,G1900170
2008,10338,6050,149,4139,G1900190
2008,8418,4075,120,4223,G1900210
2008,7166,3364,102,3700,G1900230
2008,5195,2341,113,2741,G1900250
2008,10387,5302,163,4922,G1900270
2008,7350,3211,133,4006,G1900290
2008,9665,5221,155,4289,G1900310
2008,24140,14405,360,9375,G1900330
2008,6365,2890,103,3372,G1900350
2008,6583,3923,103,2557,G1900370
2008,4443,2218,107,2118,G1900390
2008,8398,3925,118,4355,G1900410
2008,8989,5195,143,3651,G1900430
2008,24719,15018,377,9324,G1900450
2008,7191,3715,131,3345,G1900470
2008,32640,15149,537,16954,G1900490
2008,3815,1680,106,2029,G1900510
2008,4102,1986,96,2020,G1900530
2008,8901,4649,139,4113,G1900550
2008,20570,12462,387,7721,G1900570
2008,9906,4625,119,5162,G1900590
2008,47953,28611,691,18651,G1900610
2008,5015,2570,72,2373,G1900630
2008,10259,5908,146,4205,G1900650
2008,8091,4822,218,3051,G1900670
2008,5148,2575,72,2501,G1900690
2008,3894,1848,57,1989,G1900710
2008,4804,2371,84,2349,G1900730
2008,6828,2790,93,3945,G1900750
2008,5847,2625,148,3074,G1900770
2008,8078,4018,147,3913,G1900790
2008,5930,2805,109,3016,G1900810
2008,8859,4393,151,4315,G1900830
2008,7578,3555,114,3909,G1900850
2008,9377,4349,206,4822,G1900870
2008,4728,2941,65,1722,G1900890
2008,5122,2160,67,2895,G1900910
2008,3547,1454,57,2036,G1900930
2008,8546,4202,156,4188,G1900950
2008,9955,6102,180,3673,G1900970
2008,19421,10250,377,8794,G1900990
2008,8631,5070,237,3324,G1901010
2008,72975,51027,1216,20732,G1901030
2008,10004,5446,153,4405,G1901050
2008,5361,2518,131,2712,G1901070
2008,9097,4625,143,4329,G1901090
2008,17224,9821,341,7062,G1901110
2008,113355,68037,1692,43626,G1901130
2008,4920,2523,83,2314,G1901150
2008,4471,2029,112,2330,G1901170
2008,6217,1675,71,4471,G1901190
2008,8480,3733,168,4579,G1901210
2008,10932,4464,197,6271,G1901230
2008,17030,7421,353,9256,G1901250
2008,18657,10023,356,8278,G1901270
2008,7282,2976,123,4183,G1901290
2008,5766,3179,118,2469,G1901310
2008,4796,2295,90,2411,G1901330
2008,3873,1798,75,2000,G1901350
2008,5287,2326,74,2887,G1901370
2008,19119,10920,270,7929,G1901390
2008,7333,2338,101,4894,G1901410
2008,3127,1037,63,2027,G1901430
2008,7356,2900,105,4351,G1901450
2008,4806,2428,84,2294,G1901470
2008,12512,4629,118,7765,G1901490
2008,4011,1800,73,2138,G1901510
2008,214386,120984,3734,89668,G1901530
2008,42320,20436,647,21237,G1901550
2008,10031,5519,172,4340,G1901570
2008,2689,1236,52,1401,G1901590
2008,5053,2256,92,2705,G1901610
2008,86371,48927,1079,36365,G1901630
2008,6453,2863,102,3488,G1901650
2008,16664,3030,144,13490,G1901670
2008,46575,26548,1032,18995,G1901690
2008,8850,4899,131,3820,G1901710
2008,3026,1347,72,1607,G1901730
2008,5909,3000,128,2781,G1901750
2008,3608,1546,76,1986,G1901770
2008,15931,8820,448,6663,G1901790
2008,24880,12299,437,12144,G1901810
2008,10626,5170,209,5247,G1901830
2008,2980,1357,58,1565,G1901850
2008,18554,9917,300,8337,G1901870
2008,6082,3254,98,2730,G1901890
2008,11280,6829,178,4273,G1901910
2008,44801,21983,599,22219,G1901930
2008,4257,2567,78,1612,G1901950
2008,6395,3102,95,3198,G1901970
2008,5855,2189,114,3552,G2000010
2008,3626,1175,89,2362,G2000030
2008,7191,3241,159,3791,G2000050
2008,2462,598,31,1833,G2000070
2008,11057,3027,228,7802,G2000090
2008,6781,2394,147,4240,G2000110
2008,4376,1317,74,2985,G2000130
2008,27873,9159,559,18155,G2000150
2008,1384,383,25,976,G2000170
2008,1852,401,33,1418,G2000190
2008,9665,3594,185,5886,G2000210
2008,1498,323,27,1148,G2000230
2008,1159,245,17,897,G2000250
2008,4054,1009,47,2998,G2000270
2008,4451,1233,97,3121,G2000290
2008,4232,1121,57,3054,G2000310
2008,974,194,15,765,G2000330
2008,13787,5012,283,8492,G2000350
2008,16075,7957,383,7735,G2000370
2008,1548,343,16,1189,G2000390
2008,8667,2422,164,6081,G2000410
2008,3564,1115,77,2372,G2000430
2008,53398,34398,1071,17929,G2000450
2008,1357,333,29,995,G2000470
2008,1434,363,29,1042,G2000490
2008,12447,4010,230,8207,G2000510
2008,2938,851,66,2021,G2000530
2008,10354,3275,153,6926,G2000550
2008,8864,2991,143,5730,G2000570
2008,11739,4433,227,7079,G2000590
2008,8094,3491,111,4492,G2000610
2008,1418,261,21,1136,G2000630
2008,1423,325,38,1060,G2000650
2008,2661,635,31,1995,G2000670
2008,2119,436,40,1643,G2000690
2008,745,151,3,591,G2000710
2008,2279,622,38,1619,G2000730
2008,1096,233,19,844,G2000750
2008,2796,736,61,1999,G2000770
2008,15613,6318,289,9006,G2000790
2008,1570,278,15,1277,G2000810
2008,1096,211,20,865,G2000830
2008,6253,2308,134,3811,G2000850
2008,8950,3542,188,5220,G2000870
2008,1584,313,40,1231,G2000890
2008,283432,127091,3714,152627,G2000910
2008,1482,309,14,1159,G2000930
2008,3664,963,98,2603,G2000950
2008,1135,200,23,912,G2000970
2008,9031,3839,191,5001,G2000990
2008,1027,193,20,814,G2001010
2008,30591,13255,545,16791,G2001030
2008,1586,347,35,1204,G2001050
2008,4617,1425,106,3086,G2001070
2008,1440,225,28,1187,G2001090
2008,12911,5924,289,6698,G2001110
2008,13386,4218,231,8937,G2001130
2008,6059,1801,99,4159,G2001150
2008,5036,1784,95,3157,G2001170
2008,1931,357,34,1540,G2001190
2008,15377,5742,253,9382,G2001210
2008,3203,701,62,2440,G2001230
2008,13907,4338,260,9309,G2001250
2008,2841,907,59,1875,G2001270
2008,1402,229,20,1153,G2001290
2008,5359,1432,110,3817,G2001310
2008,7192,2563,156,4473,G2001330
2008,1525,289,29,1207,G2001350
2008,2415,497,40,1878,G2001370
2008,7544,2534,190,4820,G2001390
2008,1930,403,37,1490,G2001410
2008,3086,704,59,2323,G2001430
2008,2879,882,51,1946,G2001450
2008,2667,525,37,2105,G2001470
2008,9837,2599,309,6929,G2001490
2008,4190,1294,74,2822,G2001510
2008,1549,273,29,1247,G2001530
2008,26512,9916,484,16112,G2001550
2008,2671,640,53,1978,G2001570
2008,4021,1163,78,2780,G2001590
2008,22997,10495,391,12111,G2001610
2008,2588,468,52,2068,G2001630
2008,1781,504,52,1225,G2001650
2008,3293,736,48,2509,G2001670
2008,22788,8186,437,14165,G2001690
2008,2179,321,35,1823,G2001710
2008,192733,82337,3547,106849,G2001730
2008,5336,1493,52,3791,G2001750
2008,84177,41235,1466,41476,G2001770
2008,1376,254,14,1108,G2001790
2008,2704,688,57,1959,G2001810
2008,2204,446,39,1719,G2001830
2008,2074,542,37,1495,G2001850
2008,827,188,11,628,G2001870
2008,2127,283,29,1815,G2001890
2008,10337,3353,247,6737,G2001910
2008,3673,787,49,2837,G2001930
2008,1671,420,26,1225,G2001950
2008,3521,1036,90,2395,G2001970
2008,804,96,18,690,G2001990
2008,2980,659,73,2248,G2002010
2008,1019,163,16,840,G2002030
2008,4121,1170,101,2850,G2002050
2008,1599,512,32,1055,G2002070
2008,57169,39865,798,16506,G2002090
2008,7298,1668,118,5512,G2100010
2008,7390,2024,108,5258,G2100030
2008,10552,3462,205,6885,G2100050
2008,4060,1427,96,2537,G2100070
2008,16807,5434,240,11133,G2100090
2008,4543,2210,99,2234,G2100110
2008,9598,2782,135,6681,G2100130
2008,50774,16292,670,33812,G2100150
2008,8330,3385,125,4820,G2100170
2008,20670,8886,354,11430,G2100190
2008,12635,4769,165,7701,G2100210
2008,3399,1241,92,2066,G2100230
2008,5030,2205,154,2671,G2100250
2008,8522,3110,131,5281,G2100270
2008,30726,10177,447,20102,G2100290
2008,5307,1555,56,3696,G2100310
2008,6199,2212,121,3866,G2100330
2008,15404,6165,248,8991,G2100350
2008,40297,15622,629,24046,G2100370
2008,2617,879,39,1699,G2100390
2008,3835,1716,87,2032,G2100410
2008,9813,4316,245,5252,G2100430
2008,5957,1219,59,4679,G2100450
2008,22778,8880,199,13699,G2100470
2008,15628,5749,215,9664,G2100490
2008,7364,1552,102,5710,G2100510
2008,4172,761,45,3366,G2100530
2008,3930,1254,72,2604,G2100550
2008,2797,697,44,2056,G2100570
2008,43622,19282,648,23692,G2100590
2008,5270,1652,56,3562,G2100610
2008,2515,1535,78,902,G2100630
2008,5314,1555,74,3685,G2100650
2008,127639,66042,1713,59884,G2100670
2008,5832,2279,121,3432,G2100690
2008,15659,7530,388,7741,G2100710
2008,24079,11767,401,11911,G2100730
2008,2825,1238,57,1530,G2100750
2008,3193,1278,75,1840,G2100770
2008,7210,2012,80,5118,G2100790
2008,8754,3112,132,5510,G2100810
2008,16155,5843,256,10056,G2100830
2008,9903,3154,144,6605,G2100850
2008,5079,1204,90,3785,G2100870
2008,15798,6621,328,8849,G2100890
2008,4144,2135,81,1928,G2100910
2008,39990,15650,444,23896,G2100930
2008,9914,2586,163,7165,G2100950
2008,7590,2916,154,4520,G2100970
2008,6818,2290,131,4397,G2100990
2008,19861,10049,289,9523,G2101010
2008,6919,2725,113,4081,G2101030
2008,2250,812,32,1406,G2101050
2008,19348,7104,328,11916,G2101070
2008,5224,743,74,4407,G2101090
2008,353892,196435,3500,153957,G2101110
2008,20214,6236,267,13711,G2101130
2008,8517,2407,162,5948,G2101150
2008,68213,26480,1019,40714,G2101170
2008,5820,2612,138,3070,G2101190
2008,11389,3074,165,8150,G2101210
2008,6178,1913,112,4153,G2101230
2008,22500,4618,222,17660,G2101250
2008,5649,2036,110,3503,G2101270
2008,2773,752,43,1978,G2101290
2008,4397,766,57,3574,G2101310
2008,8235,2623,245,5367,G2101330
2008,4791,1510,68,3213,G2101350
2008,9151,2752,126,6273,G2101370
2008,4593,1622,81,2890,G2101390
2008,10890,3811,154,6925,G2101410
2008,3855,1577,58,2220,G2101430
2008,30754,11285,426,19043,G2101450
2008,5407,1258,71,4078,G2101470
2008,4422,1963,73,2386,G2101490
2008,32537,12392,451,19694,G2101510
2008,4651,2105,112,2434,G2101530
2008,7615,3596,177,3842,G2101550
2008,15487,5683,292,9512,G2101570
2008,3692,808,60,2824,G2101590
2008,7121,2891,128,4102,G2101610
2008,11206,4343,172,6691,G2101630
2008,2489,1276,58,1155,G2101650
2008,10060,3159,120,6781,G2101670
2008,4199,1350,115,2734,G2101690
2008,4665,1067,61,3537,G2101710
2008,10331,4234,150,5947,G2101730
2008,4379,1879,104,2396,G2101750
2008,12889,6221,221,6447,G2101770
2008,18146,7654,353,10139,G2101790
2008,2970,1272,64,1634,G2101810
2008,9938,4059,192,5687,G2101830
2008,29316,10000,319,18997,G2101850
2008,4751,1694,88,2969,G2101870
2008,1686,381,26,1279,G2101890
2008,5802,2027,99,3676,G2101910
2008,10375,3444,169,6762,G2101930
2008,22643,9525,463,12655,G2101950
2008,4972,2065,70,2837,G2101970
2008,25766,5590,314,19862,G2101990
2008,1015,451,31,533,G2102010
2008,6274,1410,107,4757,G2102030
2008,8154,4074,173,3907,G2102050
2008,7475,1569,127,5779,G2102070
2008,19730,7712,236,11782,G2102090
2008,18540,6871,218,11451,G2102110
2008,7309,2775,97,4437,G2102130
2008,8049,2519,152,5378,G2102150
2008,10860,3165,127,7568,G2102170
2008,4941,1543,62,3336,G2102190
2008,6527,2246,92,4189,G2102210
2008,3812,1484,89,2239,G2102230
2008,6034,2804,110,3120,G2102250
2008,44145,17669,483,25993,G2102270
2008,5275,1890,80,3305,G2102290
2008,7196,2201,127,4868,G2102310
2008,5540,2390,113,3037,G2102330
2008,13704,3484,205,10015,G2102350
2008,2968,1493,67,1408,G2102370
2008,12297,5027,140,7130,G2102390
2008,26710,7028,454,19228,G2200010
2008,9467,2891,243,6333,G2200030
2008,46571,14625,707,31239,G2200050
2008,10960,4756,223,5981,G2200070
2008,16938,6327,375,10236,G2200090
2008,14074,3071,285,10718,G2200110
2008,7430,3589,65,3776,G2200130
2008,45826,12701,419,32706,G2200150
2008,108220,55220,895,52105,G2200170
2008,82131,30244,1438,50449,G2200190
2008,4893,1118,79,3696,G2200210
2008,3797,613,95,3089,G2200230
2008,5225,1659,80,3486,G2200250
2008,6841,3025,66,3750,G2200270
2008,9527,3766,93,5668,G2200290
2008,12257,5242,132,6883,G2200310
2008,197349,99652,2307,95390,G2200330
2008,3559,2267,38,1254,G2200350
2008,9947,4383,132,5432,G2200370
2008,15976,5853,330,9793,G2200390
2008,9356,2959,119,6278,G2200410
2008,8557,1474,177,6906,G2200430
2008,33168,12492,549,20127,G2200450
2008,16421,9023,213,7185,G2200470
2008,7736,2456,90,5190,G2200490
2008,181120,65096,2833,113191,G2200510
2008,13501,3923,300,9278,G2200530
2008,95642,32145,1442,62055,G2200550
2008,37893,9662,1142,27089,G2200570
2008,6553,860,91,5602,G2200590
2008,19150,8267,207,10676,G2200610
2008,50892,6681,942,43269,G2200630
2008,5300,3100,48,2152,G2200650
2008,13200,5792,150,7258,G2200670
2008,17067,7801,212,9054,G2200690
2008,146287,116042,2204,28041,G2200710
2008,67244,24813,690,41741,G2200730
2008,10449,3380,175,6894,G2200750
2008,12435,5516,217,6702,G2200770
2008,57521,20127,783,36611,G2200790
2008,4629,2080,65,2484,G2200810
2008,9181,3311,119,5751,G2200830
2008,9652,2245,181,7226,G2200850
2008,13540,3491,407,9642,G2200870
2008,25397,8522,418,16457,G2200890
2008,6184,3567,95,2522,G2200910
2008,12564,6994,138,5432,G2200930
2008,21656,12424,320,8912,G2200950
2008,42493,20268,575,21650,G2200970
2008,24252,9419,390,14443,G2200990
2008,22903,9345,375,13183,G2201010
2008,109503,24589,1867,83047,G2201030
2008,48602,16438,730,31434,G2201050
2008,3040,1646,27,1367,G2201070
2008,40692,11579,905,28208,G2201090
2008,10868,3103,146,7619,G2201110
2008,24833,6266,498,18069,G2201130
2008,15769,3534,289,11946,G2201150
2008,18624,6122,287,12215,G2201170
2008,18270,6610,243,11417,G2201190
2008,11866,5043,169,6654,G2201210
2008,4987,878,64,4045,G2201230
2008,5618,2414,55,3149,G2201250
2008,6772,2047,93,4632,G2201270
2008,54850,31017,1162,22671,G2300010
2008,35994,19345,751,15898,G2300030
2008,164151,105218,2747,56186,G2300050
2008,17178,10113,438,6627,G2300070
2008,32165,18895,584,12686,G2300090
2008,65986,37238,1266,27482,G2300110
2008,22980,13728,436,8816,G2300130
2008,21584,11886,411,9287,G2300150
2008,31650,17940,847,12863,G2300170
2008,80467,41614,1358,37495,G2300190
2008,9434,4430,219,4785,G2300210
2008,21301,12152,428,8721,G2300230
2008,25758,13335,556,11867,G2300250
2008,21850,11967,460,9423,G2300270
2008,16654,8246,331,8077,G2300290
2008,109161,64799,1973,42389,G2300310
2008,29742,10693,644,18405,G2400010
2008,259619,125015,4922,129682,G2400030
2008,380938,214151,8073,158714,G2400050
2008,44057,20299,663,23095,G2400090
2008,13218,4971,232,8015,G2400110
2008,84760,28060,2197,54503,G2400130
2008,42494,17665,974,23855,G2400150
2008,70127,43635,760,25732,G2400170
2008,15274,6912,194,8168,G2400190
2008,111186,54013,2003,55170,G2400210
2008,12872,3736,233,8903,G2400230
2008,123295,48552,2992,71751,G2400250
2008,145233,87120,2720,55393,G2400270
2008,10020,4953,162,4905,G2400290
2008,439261,314444,6209,118608,G2400310
2008,374026,332396,2797,38833,G2400330
2008,24045,8575,383,15087,G2400350
2008,44409,19023,681,24705,G2400370
2008,9924,4779,108,5037,G2400390
2008,20328,9035,298,10995,G2400410
2008,61600,26245,1186,34169,G2400430
2008,41854,19436,569,21849,G2400450
2008,27346,11374,365,15607,G2400470
2008,245968,214385,2902,28681,G2405100
2008,132270,74264,2312,55694,G2500010
2008,66130,49558,1696,14876,G2500030
2008,243120,146861,5662,90597,G2500050
2008,10553,7913,198,2442,G2500070
2008,353665,208976,7500,137189,G2500090
2008,38549,27919,1085,9545,G2500110
2008,197841,121454,5037,71350,G2500130
2008,79570,56869,2083,20618,G2500150
2008,726031,464484,15778,245769,G2500170
2008,6052,4073,116,1863,G2500190
2008,344916,200675,7500,136741,G2500210
2008,249828,131823,5104,112901,G2500230
2008,269221,207127,4900,57194,G2500250
2008,363590,202107,9377,152106,G2500270
2008,6420,2896,120,3404,G2600010
2008,4750,2472,90,2188,G2600030
2008,55279,24165,1053,30061,G2600050
2008,15085,7705,255,7125,G2600070
2008,13852,6079,267,7506,G2600090
2008,8128,4155,166,3807,G2600110
2008,3644,1725,73,1846,G2600130
2008,30565,13449,685,16431,G2600150
2008,57428,32589,1044,23795,G2600170
2008,10309,5451,171,4687,G2600190
2008,77666,40381,1155,36130,G2600210
2008,18285,8413,338,9534,G2600230
2008,64196,34561,1082,28553,G2600250
2008,23576,12083,379,11114,G2600270
2008,14367,6817,244,7306,G2600290
2008,13901,6720,261,6920,G2600310
2008,16708,8184,257,8267,G2600330
2008,14567,7496,278,6793,G2600350
2008,40381,20005,650,19726,G2600370
2008,7178,3441,176,3561,G2600390
2008,19064,9974,327,8763,G2600410
2008,13311,5995,267,7049,G2600430
2008,57616,30742,974,25900,G2600450
2008,18149,8515,320,9314,G2600470
2008,219896,143927,3518,72451,G2600490
2008,13241,6590,260,6391,G2600510
2008,8264,4757,177,3330,G2600530
2008,48733,23258,759,24716,G2600550
2008,17738,9105,311,8322,G2600570
2008,20449,8765,463,11221,G2600590
2008,15972,7476,395,8101,G2600610
2008,17135,8367,334,8434,G2600630
2008,142729,93994,2252,46483,G2600650
2008,27319,12565,598,14156,G2600670
2008,14187,7309,295,6583,G2600690
2008,6162,3080,135,2947,G2600710
2008,28350,16679,451,11220,G2600730
2008,74503,37480,1331,35692,G2600750
2008,130781,77051,2176,51554,G2600770
2008,8499,3780,192,4527,G2600790
2008,303235,149909,4990,148336,G2600810
2008,1410,610,44,756,G2600830
2008,5292,2919,104,2269,G2600850
2008,45362,21457,1074,22831,G2600870
2008,14464,7355,171,6938,G2600890
2008,47734,24640,869,22225,G2600910
2008,99638,42349,1697,55592,G2600930
2008,2740,1191,59,1490,G2600950
2008,6396,3027,101,3268,G2600970
2008,419216,223784,7769,187663,G2600990
2008,13009,7235,264,5510,G2601010
2008,33185,19635,644,12906,G2601030
2008,15223,7817,259,7147,G2601050
2008,18664,9101,325,9238,G2601070
2008,11072,5981,236,4855,G2601090
2008,43707,20701,743,22263,G2601110
2008,7492,2898,125,4469,G2601130
2008,76422,39180,1384,35858,G2601150
2008,27051,13208,552,13291,G2601170
2008,5360,2403,116,2841,G2601190
2008,84271,53821,1305,29145,G2601210
2008,23105,10790,453,11862,G2601230
2008,659068,372566,9546,276956,G2601250
2008,12509,6405,244,5860,G2601270
2008,10768,5391,244,5133,G2601290
2008,3885,1966,96,1823,G2601310
2008,11026,4855,198,5973,G2601330
2008,4328,1887,121,2320,G2601350
2008,12616,5634,230,6752,G2601370
2008,136268,50828,2110,83330,G2601390
2008,7505,3722,177,3606,G2601410
2008,14051,7082,242,6727,G2601430
2008,104090,60276,1589,42225,G2601450
2008,80900,40677,1687,38536,G2601470
2008,25702,12322,494,12886,G2601490
2008,20169,9047,443,10679,G2601510
2008,4326,2184,84,2058,G2601530
2008,36415,19397,750,16268,G2601550
